rua,freq
"RUA PAISSANDU, EM FRENTE AO SEMAFORO N. 069",18
"PONTE DELMIRO GOUVEIA, SOB O SEMAFORO N. 075 SENTIDO MADALENA",16
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO PORTAO DE DESEMBARQUE A4 DO AEROPORTO DO RECI",150
"RUA GUARARAPES INFRAERO, AO LADO EDIFICIO GARAGEM",7
"RUA NOVA, EM FRENTE AO N. 356",19
"RUA PASSO DA PATRIA, LADO OPOSTO AO POSTE N. B019035",9
"RUA DAS FLORES, AO LADO AO N. 37",9
"AVENIDA DOM JOAO VI, LADO OPOSTO AO SHOPPING CENTER RECIFE",18
"RUA FREI CANECA, EM FRENTE A LOJA LASER ELETRO.",0
"RUA PASSO DA PATRIA, EM FRENTE AO N. 300",6
"AVENIDA DOM JOAO VI, LADO OPOSTO AO SHOPPING RECIFE",29
"RUA DA CONCORDIA, EM FRENTE AO N. 153",10
"RUA SAO JOAO, EM FRENTE AO N. 493",3
"RUA MARQUES DO HERVAL, LADO OPOSTO AO N. 215.",1
"RUA MARQUES DO HERVAL, LADO OPOSTO AO N. 170",11
"RUA DA CONCORDIA, EM FRENTE AO N. 319.",0
"RUA DA CONCORDIA, LADO OPOSTO AO N. 304.",0
"RUA TOBIAS BARRETO, EM FRENTE AO N. 354",3
"RUA TOBIAS BARRETO, EM FRENTE AO N.346.",0
"RUA TOBIAS BARRETO, EM FRENTE AO N. 404.",0
"AV. MARECHAL MASCARENHAS DE MORAES, ENTRE OS Nº 4052 E 4152, SENTIDO SUBÚRBIO",18
"RUA DA CONCORDIA, EM FRENTE AO N. 365",9
"RUA DA CONCORDIA, EM FRENTE AO N. 421",4
"AVENIDA MARTINS DE BARROS, EM FRENTE AO POSTO DE COMBUSTIVEL IPIRANGA SANTA RITA- SENTIDO SUBURBIO",2
"AV. CAXANGÁ - DEFRONTE AO Nº 1592, SENTIDO SUBÚRBIO",66
"RUA DR BARTOLOMEU ANACLETO, EM FRENTE AO N. 1090",73
"RUA GUARARAPES INFRAERO, EM FRENTE PORTAO B1",0
"RUA DA PALMA, EM FRENTE AO N. 417",17
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE RESTAURANTE PURO REGIONAL",0
"RUA DA PALMA, EM FRENTE AO N. 387",28
"RUA DA PALMA, EM FRENTE AO N. 401.",1
"RUA DA PALMA, EM FRENTE AO N. 399",31
"RUA DA PALMA, EM FRENTE AO N. 387.",5
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO N. 1967",1
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE PORTAO B1",8
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO N. 3181",2
"RUA DA PALMA, LADO OPOSTO AO N. 254",13
"RUA VISCONDE DE JEQUITINHONHA, SEMAFORO 158, Sentido:SUBURBIO Faixa: 2",171
"PRACA MINISTRO SALGADO FILHO, LADO OPOSTO ANTIGO PREDIO DO AEROPORTO",34
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 4667",0
"AVENIDA CONSELHEIRO AGUIAR, LADO OPOSTO AO N. 3645",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 3150",1
"AV. CAXANGÁ - DEFRONTE AO Nº 3222, SENTIDO SUBURBIO",94
"AV. MARECHAL MASCARENHAS DE MORAES, ENTRE OS Nº 2100 E 2244, SENTIDO SUBÚRBIO",2
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 2034",1
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 1015",1
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 932",3
"RUA JORNALISTA FRANCISCO ALMEIDA, LADO OPOSTO AO N. 1901",43
"PRACA DO DERBY, SOB O SEMAFORO N. 040 SENTIDO SUBURBIO",0
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 802",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, AO LADO AO N. 1971",1
"RUA MARECHAL HERMES, EM FRENTE AO N. 13",4
"RUA EDUARDO JORGE, EM FRENTE AO N. 9",2
"RUA EDUARDO JORGE, EM FRENTE AO N. 09",0
"AV. VISC. DE ALBUQUERQUE, DEFRONTE AO Nº 297",129
"RUA EDUARDO JORGE, EM FRENTE AO N. 13",3
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, SOB O SEMAFORO N. 095",7
"RUA TENENTE JOAO CICERO, EM FRENTE AO N. 326",0
"RUA TENENTE JOAO CICERO, EM FRENTE AO N. 842",2
"RUA PEREIRA COUTINHO FILHO, ESQUINA COM A RUA CORONEL LIMA BOTELHO",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 068 SENTIDO OLINDA",16
"AV. DESEMBARGADOR JOSE NEVES, SEMAFORO 400, Sentido:SUBURBIO Faixa: 1",112
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEAO N. 4055",0
"AVENIDA CAXANGA, EM FRENTE AO N. 1220",0
"RUA ARABAIANA, EM FRENTE AO N. 328",2
"AVENIDA JOAO DE BARROS, SOB AO SEMAFORO N. 365",0
"RUA MANOEL DE BRITO, EM FRENTE AO 19. BPM",7
"RUA MANOEL DE BRITO, EM FRENTE AO 19BPM PE",4
"RUA MANOEL DE BRITO, EM FRENTE AO DECIMO NONO BATALHAO DA POLICIA MILITAR",0
"RUA PROFESSOR AUGUSTO WANDERLEY FILHO, EM FRENTE AO N. 124",34
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO DO PORTAO B6 DO AEROPORTO",1
"PRACA MINISTRO SALGADO FILHO, LADO OESTE A PRACA MINISTRO SALGADO FILHO",11
"RUA MANOEL DE BRITO, EM FRENTE AO 19 BPMPE",5
"RUA MANOEL DE BRITO, EM FRENTE AO 19BPM",1
"RUA MANOEL DE BRITO, EM FRENTE 19 BATALHAO",3
"RUA PROFESSOR AUGUSTO WANDERLEY FILHO, AO LADO AON. 124",4
"AVENIDA BRASILIA FORMOSA, EM FRENTE AO N. 12A. SENTIDO CIDADE.",2
"AV. GOV. AGAMENON MAGALHÃES, PRÓXIMO AO SEMÁFORO 174, SENT. OLINDA",350
"AV. DR. JOSE RUFINO, SEMAFORO 044, Sentido:CENTROFaixa: 1",44
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE EMBARQUE B5 AEROPORTO",47
"RUA BLUMENAU, EM FRENTE AO N. 453",0
"RUA SAO NICOLAU, SOB O SEMAFORO N. 016",4
"AVENIDA PERNAMBUCO, EM FRENTE AO N. 348",32
"AVENIDA DOIS RIOS, EM FRENTE AO N. 1482",8
"AVENIDA CAXANGA, CRUZAMENTO RUA SAO MATEUS",54
"AVENIDA PERNAMBUCO, EM FRENTE AO N. 384",0
"AVENIDA PERNAMBUCO, EM FRENTE AO COMPAZ",0
"LADEIRA DA COHAB, EM FRENTE AO COMPAZ",8
"RUA DO ACRE, AO LADO MERCADO PUBLICO DE AFOGADOS",399
"AV. CAXANGÁ - DEFRONTE AO Nº 1515, SENTIDO CENTRO",115
"RUA PADRE BERNADINO PESSOA, EM FRENTE AO N. 408",0
"RUA PADRE BERNADINO PESSOA, LADO OPOSTO AO N. 408",0
"RUA FELIX DE BRITO E MELO, EM FRENTE AO N. 585",1
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE EMBARQUE B4 AEROPORTO",49
"RUA CAPITAO REBELINHO, EM FRENTE AO N. 389",1
"AVENIDA PROFESSOR JOAO MEDEIROS, SOB O SEMAFORO N. 321",96
"AVENIDA MONTEVIDEU, EM FRENTE AO N. 103",26
"RUA ARNOBIO MARQUES, AO LADO AO N. 135",1
"AVENIDA PERNAMBUCO, EM FRENTE AO N. 364",57
"RUA PRINCESA ISABEL, SOB AO N. 168",0
"RUA DR CARLOS CHAGAS, EM FRENTE AO N. 52",0
"RUA DO FUTURO, SOB O SEMAFORO N. 215",2
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE AO PORTAO B5",35
"AVENIDA CONSELHEIRO AGUIAR, EM FRENTE AO N. 4880",28
"RUA PROFESSOR ALOISIO PESSOA DE ARAUJO, AO LADO AO N. 80",79
"AV. VISC. DE ALBUQUERQUE, EM FRENTE AO Nº 668",134
"RUA DAS FRONTEIRAS, AO LADO AO N. 175",10
"RUA RIBEIRO DE BRITO, SOB O SEMAFORO N. 298",1
"AVENIDA MONTEVIDEU, EM FRENTE AO N. 172",1
"R. DA BAIXA VERDE, AO LADO AO N. 441",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, SOB AO SEMAFORO N. 534",2
"R. DA BAIXA VERDE, LADO OPOSTO AO N. 286",0
"C DO APOLO, SOB O SEMAFORO N. 436",62
"AVENIDA JOAQUIM RIBEIRO, SOB O SEMAFORO N. 281, SENTIDO CIDADE.",0
"RUA JOSE DE ALENCAR, LADO OPOSTO AO HOSPITAL UNIMED RECIFE.",0
"AVENIDA PREFEITO ANTONIO PEREIRA, AO LADO DO PORTAO DE EMBARQUE DO TERMINAL DE PASSAGEIROS-TIP",2
"R. JORNALISTA PAULO BITTENCOURT, AO LADO AO N. 163",5
"AVENIDA CAXANGA, SOB O SEMAFORO N. 281, SENTIDO CAMARAGIBE.",0
"RUA DR JOAO ASFORA, AO LADO AO N. 94",11
"AVENIDA MARECHAL MASCARENHAS DE MORAES, SOB O SEMAFORO N. 534",5
"PRC. DO DERBY, EM FRENTE AO N. 85",7
"AVENIDA ENGENHEIRO AGAMENON MAGALHAES MELO, SOB AO N. 174",0
"AVENIDA GENERAL MAC ARTHUR, SOB O SEMAFORO N. 667",58
"AVENIDA MARECHAL MASCARENHAS DE MORAES, SOB O SEMAFORO N. 007",1
"AVENIDA PREFEITO ANTONIO PEREIRA, AO LADO DO PORTAO DE EMBARQUE DO TERMINAL DE PASSAGEIROS -TIP",4
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB AO SEMAFORO N. 037 SENTIDO BOA VIAGEM",5
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE AO PORTAO B4",95
"R. FELICIANO GOMES, AO LADO AO N. 229",6
"AVENIDA PREFEITO ANTONIO PEREIRA, AO LADO DO PORTAO DE DESEMBARQUE DO TERMINAL DE PASSAGEIROS-TIP",0
"RUA GASTAO VIDIGAL, SOB O SEMAFORO N. 281 SENTIDODOIS IRMAOS",2
"AVENIDA DANTAS BARRETO, SOB O SEMAFORO N. 036",0
"RUA JORNALISTA PAULO BITTENCOURT, LADO OPOSTO AO N. 31",7
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, AO LADO POSTO BR",1
"AV. MARECHAL MASCARENHAS DE MORAES, ENTRE OS Nº 2885 E 2349, SENTIDO CENTRO",72
"RUA EPAMINONDAS DE MELO, EM FRENTE AO N. 177",2
"R. GAL. JOAQUIM INACIO, EM FRENTE 306",0
"RUA EPAMINONDAS DE MELO, AO LADO AO N. 41",0
"R. GAL. JOAQUIM INACIO, EM FRENTE AO N. 306",16
Av. Herculano Bandeira em frente ao N. 687,105
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO AO PORTAO A2",6
"C DO APOLO, EM FRENTE AO N. 739",253
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO AO PORTAO A3",21
"R. REAL DA TORRE, LADO OPOSTO AO N. 459",19
"R. FREI MATIAS TEVIS, LADO OPOSTO AO N. 280",24
"R. REAL DA TORRE, LADO OPOSTO 459",0
"R. REAL DA TORRE, LADO OPOSTO AO N. 471",0
"PRACA MINISTRO SALGADO FILHO, LADO OPOSTO AO ANTIGO AEROPORTO",33
"R. REAL DA TORRE, LADO OPOSTO AO N. 533",6
"R. REAL DA TORRE, AO LADO AO N. 529",3
"R. REAL DA TORRE, EM FRENTE AO N. 569",9
"R. REAL DA TORRE, AO LADO AO N. 533",2
"R. JORNALISTA PAULO BITTENCOURT, LADO OPOSTO AO N. 61",16
"R. REAL DA TORRE, AO LADO AO N. 583",0
"R. FREI MATIAS TEVIS, EM FRENTE AO N. 55",7
"R. JORNALISTA PAULO BITTENCOURT, EM FRENTE AO N. 109",23
"R. REAL DA TORRE, AO LADO AO N. 586",0
"R. ANTONIO GOMES DE FREITAS, LADO OPOSTO AO N. 60",19
"PRC. DO DERBY, AO LADO AO N. 63",7
"R. JORNALISTA PAULO BITTENCOURT, EM FRENTE AO N. 119",23
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOBRE NOVOPONTILHAO",0
"PRACA DOM VITAL, EM FRENTE AO N. 155",0
"RUA CONDE DE IRAJA, SOB O SEMAFORO N. 191",0
"PRACA DOM VITAL, AO LADO MERCADO DE SAO JOSE",3
"RUA DAS FRONTEIRAS, EM FRENTE AO N. 63",13
"AVENIDA CAXANGA, CRUZAMENTO RUA SAO MATEUS SEMAFORO N. 229",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, LADO OPOSTO AO N. 2656",0
"R. DR. JOAO SANTOS FILHO, EM FRENTE AO N. 255",72
"RUA PADRE MUNIZ, EM FRENTE AO N. 142",2
"PRC. MIGUEL DE CERVANTES, LADO OPOSTO A EMERGENCIA PEDIATRICA ESPERANCA",12
"RUA. DO PAISSANDU, AO LADO AO N. 300",17
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, LADO OPOSTO AO N. 2860",15
"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, EM FRENTEPOSTO BR",0
"RUA DO SOL, EM FRENTE AO N. 85",0
"RUA PADRE MUNIZ, AO LADO AO N. 281",0
"RUA. HENRIQUE DIAS, EM FRENTE AO N. 114",9
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO DESEMBARQUE A4 AEROPORTO PISO INFERIOR",4
"R. JORNALISTA TRAJANO CHACON, AO LADO AO N. 352",1
"RUA NOVA, EM FRENTE AO N. 356 SENTIDO UNICO",3
"R. SENADOR JOSE HENRIQUE, EM FRENTE 224",0
"RUA DA PALMA, EM FRENTE AO N. 167 SENTIDO UNICO",2
"C SANTA RITA, LADO OPOSTO AO N. 310",22
"RUA DAS FLORES, AO LADO DO N. 37 SENTIDO UNICO",7
"C SANTA RITA, LADO OPOSTO AO N. 270",13
"RUA FREI CANECA, LADO OPOSTO AO N. 59 SENTIDO UNICO",8
"C SANTA RITA, LADO OPOSTO AO N. 176",28
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE EMBARQUE B4 AEROPORTO PISO SUPERIOR",2
"RUA JORNALISTA PAULO BITTENCOURT, AO LADO AO N. 241 A",1
"RUA DAS CALCADAS, EM FRENTE ARMAZEM CORAL",9
"AV. MARECHAL MASCARENHAS DE MORAES, SEMAFORO 531., Sentido:AEROPORTO Faixa: 4",58
"RUA PADRE FLORIANO, EM FRENTE AO N. 151",2
"RUA DA PALMA, LADO OPOSTO AO N. 59 SENTIDO UNICO",6
"RUA DA CARIOCA, AO LADO AO N. 60",19
"RUA DA PALMA, EM FRENTE AO N. 311 SENTIDO UNICO",0
"R. DR. JOAO SANTOS FILHO, LADO OPOSTO AO N. 255",83
"RUA DA PALMA, LADO OPOSTO AO N. 392 SENTIDO UNICO",15
"RUA DA PALMA, LADO OPOSTO AO N. 400 SENTIDO UNICO",18
"RUA DA PALMA, EM FRENTE AO N. 399 SENTIDO UNICO",4
"RUA DA PRAIA, AO LADO AO N. 660",5
"RUA DO FORTE, EM FRENTE AO N. 50",5
"RUA DA PRAIA, LADO OPOSTO AO N. 660",15
"RUA DA PALMA, EM FRENTE AO N. 417 SENTIDO UNICO",0
"RUA PINTOR LULA CARDOSO AYRES, EM FRENTE AO N. 240",0
"RUA DOS PALMARES, SOB O SEMAFORO N. 526",0
"RUA LE PARC, AO LADO AO POSTE N. H018495",0
"RUA PINTOR LULA CARDOSO AYRES, LADO OPOSTO AO N. 240",2
"R. REAL DA TORRE, LADO OPOSTO AO N. 431",10
"R. REAL DA TORRE, AO LADO AO N. 431",2
"R. REAL DA TORRE, LADO OPOSTO AO N. 475",1
"R. REAL DA TORRE, AO LADO AO N. 459",4
"R. REAL DA TORRE, EM FRENTE AO N. 479",5
"RUA PINTOR LULA CARDOSO AYRES, AO LADO AO N. 240",2
"RUA LE PARC, EM FRENTE AO N. 100",21
"RUA VIDAL DE NEGREIROS, EM FRENTE AO N. 113",8
"R. REAL DA TORRE, LADO OPOSTO AO N. 529",15
"RUA DR SEABRA, EM FRENTE AO N. 240",1
"R. REAL DA TORRE, AO LADO AO N. 601",1
"RUA DAS FRONTEIRAS, EM FRENTE AO N. 175",5
"AV BEBERIBE SANTA CRUZ FUTEBOL CLUBE, LADO OPOSTOAO N. 433",1
"AVENIDA MARIO MELO, SOB O SEMAFORO N. 171 SENTIDOCIDADE SUBURBIO",0
"RUA VINTE E QUATRO DE MAIO, EM FRENTE AO N. 210C SENTIDO UNICO",4
"RUA JOSE DE ALENCAR, AO LADO AO N. 307",0
"RUA BARAO DE SAO BORJA, LADO OPOSTO AO N. 207",1
"AV BEBERIBE SANTA CRUZ FUTEBOL CLUBE, EM FRENTE AO N. 433",1
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO DESEMBARQUE A5 AEROPORTO",3
"AVENIDA GENERAL MAC ARTHUR, SOB O SEMAFORO N. 402",0
"BECO DO MARROQUIM, AO LADO AO N. 125",6
"AV. DESEMBARGADOR JOSE NEVES, SEMAFORO 400, Sentido:SUBURBIO Faixa: 2",1144
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, LADO OPOSTO AO N. 2806",0
"RUA DA PRAIA, LADO OPOSTO AO N. 96",4
"RUA GUARARAPES INFRAERO, AO LADO AO ESTACIONAMENTO DO AEROPORTO",0
"RUA DAS CALCADAS, EM FRENTE ATACADO DOS PRESENTES",0
"RUA DA CONCORDIA, LADO OPOSTO AO N. 334 SENTIDO UNICO",2
"RUA SANTOS ARAUJO, EM FRENTE AO N. 90",32
"RUA ENGENHEIRO UBALDO GOMES DE MATOS, EM FRENTE AO N. 115",3
"PRACA GAL. CARLOS PINTO, AO LADO PRACA GAL. CARLOS PINTO",1
"RUA DA CONCORDIA, LADO OPOSTO AO N. 372 SENTIDO UNICO",0
"RUA PAISSANDU, EM FRENTE AO N. 300",0
"RUA DA PRAIA, EM FRENTE AO N. 169",6
"RUA ENGENHEIRO UBALDO GOMES DE MATOS, LADO OPOSTOAO N. 115",2
"PRACA GAL. CARLOS PINTO, AO LADO PRACA",0
"PRACA GAL. CARLOS PINTO, AO LADO A PRACA CARLOS PINTO",9
"PRACA GAL. CARLOS PINTO, AO LADO AO N. PRACA",1
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO AO PORTAO B1",5
"RUA DO PORAO, LADO OPOSTO AO N. 80",24
"RUA SIQUEIRA CAMPOS, AO LADO DO N. 143",7
"RUA SIQUEIRA CAMPOS, AO LADO AO POSTE N. B012246",6
"RUA DO PORAO, EM FRENTE AO N. 58",5
"RUA DO PORAO, LADO OPOSTO AO N. 220",3
"RUA TOBIAS BARRETO, EM FRENTE AO N. 346 SENTIDO UNICO",2
"RUA TOBIAS BARRETO, EM FRENTE AO N. 374 SENTIDO UNICO",0
"RUA TOBIAS BARRETO, EM FRENTE AO N. 332 SENTIDO UNICO",17
"RUA DOS NAVEGANTES, LADO OPOSTO AO N. 447",10
"RUA DO RANGEL, LADO OPOSTO AO N. 149",5
"RUA FREI MATIAS TEVIS, LADO OPOSTO AO MULTIMAGEM",25
"R. SENADOR JOSE HENRIQUE, EM FRENTE AO EMPRESARIAL CHARLES DARWIN",1
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 1021",31
"RUA MARQUES DO HERVAL, EM FRENTE AO N. 150 SENTIDO UNICO",3
"RUA TOME GIBSON, EM FRENTE AO N. 395",0
"RUA SENADOR CARLOS WILSON CAMPOS INFRAERO, LADO OPOSTO AO PORTAO A4",106
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 1063",7
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO AO PORTAO B4",9
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, LADO OPOSTONAU FRUTOS DO MAR",0
"RUA GUARARAPES INFRAERO, LADO OPOSTO AO ESTACIONAMENTO DO AEROPORTO",3
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, SOB O SEMAFORO N. 303",3
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 1200",8
"AVENIDA CAXANGA, SOB AO SEMAFORO N. 231",0
"ESTRADA DOS REMÉDIOS, AO LADO DO POSTE DE Nº B021580",115
"ESTRADA DOS REMÉDIOS, AO LADO DO POSTE DE Nº B020959",22
"AVENIDA DOIS RIOS, APOS O SEMAFORO N. 475 SENTIDOAV. RECIFE",0
"RUA SAO JOAO, AO LADO AO N. 440",4
"RUA SAO JOAO, AO LADO AO N. 55",0
"ESTRADA DOS REMÉDIOS, EM FRENTE AO Nº 2162",51
"RUA FRANCISCO ALVES, EM FRENTE AO SEMAFORO N. 508SENTIDO COELHOS - ILHA DO LEITE",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, SOB O SEMAFORO N. 444",0
"RUA DA CONCORDIA, LADO OPOSTO AO N. 228 SENTIDO UNICO",2
"RUA DR BARTOLOMEU ANACLETO, AO LADO AO N. 317",2
"RUA SETUBAL, EM FRENTE AO N. 1204",1
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, SOB O SEMAFORO N. 139",0
AV. ENG. JOSE ESTELITA - ENTRE PTS. DE ILUM. 19-Re 21-R,910
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, AO LADO DAPONTE JOSE DE BARROS LIMA",104
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, AO LADO A PONTE JOSE DE BARROS LIMA.",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, AO LADO A PONTE JOSE DE BARROS LIMA",2
"AV. CELSO FURTADO KM 1,5",98
"AV. MARECHAL MASCARENHAS DE MORAES, ENTRE OS Nº 2159 E 1967, SENTIDO CENTRO",28
"RUA DONA BENVINDA, AO LADO AO N. 419. SENTIDO CIDADE AO SUBURBIO.",0
"AVENIDA MARECHAL MASCARENHAS DE MORAES, AO LADO AO N. 5653",15
"AVENIDA DANTAS BARRETO, LADO OPOSTO AO N. 707",3
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 097 SENTIDO OLINDA",0
"RUA DO POMBAL, EM FRENTE AO N. 575",1
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, AO LADO AO PORTAO B2",10
"RUA DO POMBAL, AO LADO AO N. 575",1
"AVENIDA BOA VIAGEM, EM FRENTE AO N. 4338",18
"AVENIDA BOA VIAGEM, LADO OPOSTO AO N. 2784",1
"AV. MARECHAL MASCARENHAS DE MORAES, ENTRE OS Nº 3334 E 3468, SENTIDO SUBÚRBIO",34
"AVENIDA ENGENHEIRO AGAMENON MAGALHAES MELO, LADO OPOSTO AO N. 2805 SENTIDO OLINDA RECIFE",0
"AVENIDA ENGENHEIRO ANTONIO DE GOES, EM FRENTE AO N. 200",0
"PONTE AGAMENON MAGALHAES, AO LADO CABANGA IATE CLUBE",0
"AV. CAXANGA, SEMAFORO 609, Sentido:SUBURBIO Faixa: 3",956
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, EM FRENTE AO N. 2805",1
"AVENIDA CONDE DA BOA VISTA, SOB AO SEMAFORO N. 025",0
"PRACA GENERAL CARLOS PINTO, INTERSECAO TRAVESSA CRUZ CABUGA LADO OPOSTO SHOPPING TACARUNA",0
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, EM FRENTE 2805",0
"R. DR. JOAO SANTOS FILHO, EM FRENTE SHOPPING PLAZA",19
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 174 SENTIDO BOA VIAGEM",150
"PRACA DO DERBY, EM FRENTE CREMUPE",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO RECIFE TRADE CENTER",0
"AVENIDA DANTAS BARRETO, SOB O SEMAFORO N. 181",1
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, SOB O SEMAFORO N. 145 SENTIDO BOA VIAGEM",0
"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, EM FRENTE AO N. 2391",4
"AVENIDA ENGENHEIRO ANTONIO DE GOES, LADO OPOSTO SHINERAY",0
"RUA JOAQUIM NABUCO, SOB O SEMAFORO N. 174 SENTIDOSUBURBIO",8
"RUA JOSE DE ALENCAR, LADO OPOSTO AO N. 552",0
"RUA VISCONDE DE JEQUITINHONHA, EM FRENTE AO N. 2432",123
"RUA VISCONDE DE JEQUITINHONHA, EM FRENTE AO N 2432",0
"RUA VISCONDE DE JEQUITINHONHA, EM FRENTE AO N. 2392",35
"AV. MARECHAL MASCARENHAS DE MORAES, ENTRE OS Nº 2857 E 2557, SENTIDO CENTRO",4
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, SOB O SEMAFORO N. 174, SENTIDO BOA VIAGEM",27
"RUA DO POMBAL, AO LADO AO N. 28",0
"R. FREI MATIAS TEVIS, LADO OPOSTO AO N. 66",0
"RUA VISCONDE DE JEQUITINHONHA, LADO OPOSTO AO N. 2390",10
"R. FREI MATIAS TEVIS, EM FRENTE AO BANCO SANTANDER",17
"R. SENADOR JOSE HENRIQUE, EM FRENTE AO CHARLES DARWIN",9
"R. SENADOR JOSE HENRIQUE, LADO OPOSTO AO ALFRED NOBEL",0
"R. FREI MATIAS TEVIS, LADO OPOSTO AO CENTRO ADMINISTRATIVO PEDAGOGICO - CAP",0
"PONTE RAIMUNDO LEITAO, SOB O SEMAFORO N. 174 SENTIDO UNICO",32
"RUA PROFESSOR AUGUSTO WANDERLEY FILHO, LADO OPOSTO AO N. 138",34
"PRACA DOM VITAL, EM FRENTE A MERCADO DE SAO JOSE",0
"RUA DO RANGEL, EM FRENTE AO N. 206",4
"RUA DO RANGEL, EM FRENTE AO N. 162",2
"RUA DO RANGEL, LADO OPOSTO AO N. 185.",0
"RUA PROFESSOR AUGUSTO WANDERLEY FILHO, EM FRENTE AO N. 138",139
"RUA DO RANGEL, LADO OPOSTO AO N. 165.",0
"RUA DO RANGEL, EM FRENTE AO N. 100.",1
"RUA VISCONDE DE JEQUITINHONHA, EM FRENTE 2432",2
"RUA DA PRAIA, EM FRENTE AO N. 02",18
"PRC. MIGUEL DE CERVANTES, LADO OPOSTO AO EDF. PERNAMBUCO CORPORATE",0
"RUA VIDAL DE NEGREIROS, EM FRENTE AO N. 70",5
"RUA DA CARIOCA, LADO OPOSTO AO N. 31",15
"C SANTA RITA, EM FRENTE AO N. 96",13
"RUA PROFESSOR AUGUSTO WANDERLEY FILHO, EM FRENTE AO N. 128",21
"BECO DO MARROQUIM, LADO OPOSTO AO N. 52",86
"RUA VIDAL DE NEGREIROS, LADO OPOSTO  AO N. 177",0
"RUA DOS NAVEGANTES, AO LADO AO N. 1203",4
"RUA DES LULA CARDOSO AYRES ELEVADO NA INFRAERO, EM FRENTE PORTAO B4",180
"RUA DO FORTE, EM FRENTE AO N. 74",11
"RUA BARAO DE SOUZA LEAO, SOB A PASSARELA DO AEROPORTO",4
"AVENIDA GOVERNADOR AGAMENON MAGALHAES, AO LADO PONTE JOSE DE BARROS LIMA",45
"R. ESTADO DE ISRAEL, LADO OPOSTO AO N. 334",19
"RUA PADRE MUNIZ, EM FRENTE AO N. 302",3
